Data,Atraso(ms),Hop_count,Bottleneck,Vazao_BBR,mask_applied
2024-01-15 18:00:00,9.495,3.0,100.0,927180840.5,0
2024-01-16 00:00:00,9.495,3.0,100.0,920555484.8427342,1
2024-01-16 06:00:00,9.495,3.0,100.0,922233733.1546301,1
2024-01-16 12:00:00,9.495,3.0,100.0,922232460.0351789,1
2024-01-16 18:00:00,1.29,3.0,100.0,925904089.0,0
2024-01-17 00:00:00,9.495,3.0,100.0,922237003.4624795,1
2024-01-17 06:00:00,9.495,3.0,100.0,922227977.356905,1
2024-01-17 12:00:00,9.495,3.0,100.0,922232460.0351789,1
2024-01-17 18:00:00,9.495,3.0,100.0,922232460.0351789,1
2024-01-18 00:00:00,9.495,3.0,100.0,922232460.0351789,1
2024-01-18 06:00:00,47.4,7.0,3.0,901482435.5,0
2024-01-18 12:00:00,25.99,7.0,3.0,918016827.0,0
2024-01-18 18:00:00,9.495,3.0,100.0,922156221.9100909,1
2024-01-19 00:00:00,9.495,3.0,100.0,922213980.6650777,1
2024-01-19 06:00:00,9.495,3.0,100.0,922232460.0351789,1
2024-01-19 12:00:00,9.495,3.0,100.0,922232460.0351789,1
2024-01-19 18:00:00,9.495,3.0,100.0,922232460.0351789,1
2024-01-20 00:00:00,9.495,3.0,100.0,922232460.0351789,1
2024-01-20 06:00:00,9.495,3.0,100.0,922232460.0351789,1
2024-01-20 12:00:00,6.76,3.0,100.0,920320153.0,0
2024-01-20 18:00:00,9.495,3.0,100.0,922207099.0722927,1
2024-01-21 00:00:00,9.495,3.0,100.0,922211955.8518075,1
2024-01-21 06:00:00,9.495,3.0,100.0,922232460.0351789,1
2024-01-21 12:00:00,38.83,7.0,3.0,918189338.0,0
2024-01-21 18:00:00,9.495,3.0,100.0,922202540.3272574,1
2024-01-22 00:00:00,9.495,3.0,100.0,910297231.0,0
2024-01-22 06:00:00,9.495,3.0,100.0,922190849.4390738,1
2024-01-22 12:00:00,9.495,3.0,100.0,922220967.6859719,1
2024-01-22 18:00:00,65.39,9.0,3.0,916981133.0,0
2024-01-23 00:00:00,9.495,3.0,100.0,922200980.5163009,1
2024-01-23 06:00:00,18.76,3.0,100.0,892601025.5,0
2024-01-23 12:00:00,6.51,3.0,100.0,895354459.5,0
2024-01-23 18:00:00,9.495,3.0,100.0,922001318.7530594,1
2024-01-24 00:00:00,9.495,3.0,100.0,922232952.764351,1
2024-01-24 06:00:00,6.26,3.0,100.0,900175690.0,0
2024-01-24 12:00:00,9.48,3.0,100.0,902039160.0,0
2024-01-24 18:00:00,19.74,3.0,100.0,907763363.0,0
2024-01-25 00:00:00,9.495,3.0,100.0,922083738.029432,1
2024-01-25 06:00:00,41.27,7.0,3.0,869427378.5,0
2024-01-25 12:00:00,0.63,3.0,100.0,828482755.0,0
